time,tpt
3.160691,18180231.070027
3.163394,18181488.631576
3.166105,18135716.794725
3.168804,18206258.327219
3.171511,18162804.533311
3.174211,18200426.868736
3.176906,18237785.818815
3.179609,18187792.509969
3.182315,18159006.574660
3.185018,18184280.098291
3.187721,18185147.981864
3.190424,18185995.762077
3.193120,18233124.473941
3.195827,18154224.480502
3.198528,18200763.845533
3.201226,18217149.219252
3.203929,18185316.185938
3.206631,18188680.920980
3.209328,18224565.714962
3.212029,18198257.037052
3.214730,18197057.786913
3.217433,18188068.446521
3.220137,18172118.265175
3.222842,18174785.886439
3.225547,18169545.458242
3.228249,18189569.418786
3.230948,18214739.145161
3.233645,18222815.742389
3.236346,18198607.409623
3.239043,18221552.457585
3.241747,18178220.677948
3.244443,18230994.173737
3.247150,18161636.793868
3.249857,18153748.421076
3.252558,18196990.417999
3.255262,18180970.791045
3.257962,18201309.774428
3.260663,18201734.408433
3.263368,18169908.159750
3.266068,18204639.975763
3.268784,18095223.018691
3.271488,18176600.585178
3.274187,18214664.895302
3.276891,18176412.377356
3.279591,18200521.220981
3.283382,12965690.722694
3.287862,10972829.566632
3.292169,11411534.258400
3.296330,11812996.459129
3.300748,11124240.374302
3.305166,11125056.160575
3.309624,11025440.926790
3.313415,12966905.003544
3.317674,11539713.075477
3.322049,11235616.025017
3.325835,12982193.592419
3.329431,13668703.030519
3.333578,11851411.767599
3.337644,12089279.446774
3.341420,13017866.195023
3.345842,11115583.798820
3.350105,11528629.359210
3.353986,12666454.665730
3.358303,11385125.400374
3.362239,12486805.552909
3.366597,11278537.094437
3.370839,11589120.957913
3.374792,12433603.716320
3.379285,10938547.006131
3.383056,13036593.807936
3.387505,11046430.878226
3.391171,13409218.510352
3.395452,11479238.837157
3.399380,12514528.611020
3.403527,11852780.708365
3.407605,12053327.735651
3.411939,11341299.223908
3.415886,12452355.527519
3.420190,11418774.349575
3.424294,11978627.975282
3.428532,11596164.149705
3.432495,12404362.220904
3.436980,10959888.884850
3.440793,12889947.666057
3.444851,12111448.388972
3.448977,11911937.165695
3.452643,13407455.496697
3.456875,11614410.640494
3.460940,12092732.600336
3.464760,12865496.769884
3.469076,11388153.651104
3.472871,12951891.281268
3.476539,13402432.353873
3.480820,11482188.614664
3.484764,12460089.409862
3.489176,11141881.956167
3.493409,11609672.932328
3.497511,11982470.955575
3.501861,11300328.673297
3.505660,12938407.263955
3.509921,11534927.818697
3.513850,12511394.068950
3.518000,11841949.295872
3.522097,11996845.555990
3.525913,12881529.346153
3.530321,11149876.369576
3.534089,13044914.879754
3.538593,10913339.399260
3.542225,13535402.380261
3.545033,17502278.942571
3.549187,11832054.729030
3.553301,11946538.075458
3.557508,11684581.900356
3.561357,12768245.639101
3.565584,11630553.866322
3.569520,12486497.856424
3.573192,13385744.857115
3.577689,10929831.778610
3.582087,11177203.888917
3.585884,12944786.083934
3.590371,10952025.396078
3.594261,12638136.409697
3.598686,11108060.191259
3.602855,11787595.924703
3.607223,11253527.888954
3.611440,11655823.121366
3.615738,11436085.932581
3.619873,11886549.616526
3.623905,12189418.081268
3.628354,11048079.555523
3.632560,11688527.564659
3.636632,12069893.997983
3.640728,11999671.883972
3.644749,12224104.605228
3.648653,12590360.658812
3.652912,11540832.103574
3.656631,13215024.024017
3.660909,11490515.158564
3.664793,12654056.547815
3.668993,11703149.721600
3.673116,11920488.363627
3.677350,11610254.307371
3.681317,12389060.665110
3.685744,11103315.136535
3.689538,12956449.123162
3.694022,10959925.542433
3.697836,12889007.998464
3.702256,11118427.585789
3.705992,13157806.678861
3.710432,11070836.279242
3.714207,13018404.069523
3.718114,12581675.171004
3.722486,11243025.433365
3.726673,11738348.879147
3.730790,11938001.667123
3.735016,11632059.443913
3.739000,12337476.364591
3.743234,11609289.037333
3.747169,12490248.346348
3.751367,11707545.736173
3.755495,11906763.299301
3.759967,10992220.552894
3.764156,11733719.619198
3.768243,12025077.688872
3.772593,11301282.223726
3.776315,13204224.642674
3.780515,11703771.151652
3.784570,12119810.361659
3.788347,13015239.523622
3.792789,11064404.142488
3.796951,11808750.709037
3.800951,12290596.388487
3.805424,10987153.935499
3.809166,13134425.036215
3.813354,11735991.759592
3.817434,12049563.242556
3.821585,11840283.365115
3.825588,12278195.860605
3.829442,12754720.741368
3.833760,11382449.324688
3.837474,13234505.353900
3.841428,12431056.599345
3.845780,11294761.282352
3.849449,13395364.656590
3.853785,11335986.822653
3.857772,12326647.120384
3.862002,11621674.214339
3.865967,12396247.128992
3.870270,11421058.831976
3.874362,12014099.554824
3.878655,11447042.986963
3.883191,10836141.282541
3.886880,13324600.630663
3.891378,10928490.337740
3.895113,13158423.109481
3.899015,12598689.994612
3.903119,11975443.907866
3.907080,12409620.485569
3.911510,11094237.821889
3.915620,11960416.161746
3.919675,12120695.016513
3.923403,13182791.886382
3.927866,11015107.899965
3.931583,13223521.144532
3.935867,11471686.276267
3.939733,12714981.803959
3.943953,11648199.354079
3.947980,12204278.648471
3.952432,11040279.996164
3.956193,13070174.808802
3.959852,13430594.386868
3.963537,13340020.713509
3.967991,11036638.352049
3.972417,11105342.141330
3.976740,11367733.648302
3.980409,13396883.491105
3.983385,16518204.908816
3.986103,18083825.329497
3.988817,18110384.473529
3.991530,18116418.778535
3.994236,18161562.976306
3.996944,18151676.847564
3.999650,18164811.516798
4.002358,18150275.954208
4.005067,18147307.311314
4.007768,18195441.070641
4.010468,18207883.711368
4.013166,18216231.020590
4.015872,18162824.668066
4.018578,18166375.794723
4.021282,18175256.329095
4.023980,18215481.677046
4.026685,18170445.521935
4.029385,18205105.222338
4.032093,18154499.399430
4.034797,18177877.812649
4.037501,18178213.954975
4.040205,18176022.530695
4.042910,18170331.329811
4.045610,18200851.461545
