time,tpt
2.901014,18206103.222738
2.903716,18190767.682076
2.906417,18198944.319050
2.909124,18155639.396024
2.911826,18194269.130967
2.914523,18222525.238932
2.917225,18189475.180056
2.919926,18196848.944903
2.922629,18186904.185741
2.925330,18196121.403728
2.928034,18179531.752783
2.930736,18188297.278305
2.933439,18187994.413941
2.936140,18193831.376142
2.938845,18171103.833928
2.941546,18200945.818193
2.944249,18179639.336550
2.946947,18222559.017927
2.949643,18228817.047979
2.952340,18227438.019961
2.955039,18206824.818208
2.957743,18177481.180693
2.960444,18201417.616108
2.963145,18196074.250289
2.965843,18215272.411934
2.968544,18202738.780403
2.971246,18190054.090542
2.973951,18171177.729069
2.976652,18195050.407308
2.979356,18177487.903124
2.982061,18170358.198417
2.984769,18152903.644689
2.987471,18188135.749389
2.990170,18212248.730289
2.992869,18209732.011073
2.995569,18208396.340835
2.998269,18202496.103195
3.000966,18223518.393697
3.003673,18162019.312665
3.006372,18207398.089023
3.009075,18187321.418132
3.011779,18176506.480780
3.014478,18208902.253478
3.017184,18166134.086116
3.019884,18199786.647195
3.022588,18182362.974743
3.025289,18193609.139446
3.027998,18144379.827076
3.030702,18181730.748957
3.033399,18220025.940703
3.036098,18213814.440095
3.038799,18194477.913765
3.041506,18163757.627359
3.044212,18163958.998055
3.046910,18218006.738350
3.049608,18216696.859814
3.052310,18188001.144151
3.055014,18180627.821998
3.057717,18179444.341911
3.060424,18163059.576846
3.063124,18199517.093705
3.065827,18185652.603421
3.068535,18153761.830859
3.071238,18179585.544507
3.073933,18238679.120661
3.076635,18189656.927054
3.079336,18198304.201805
3.082033,18225329.321823
3.084741,18151643.330844
3.087441,18202428.694008
3.090140,18213402.740311
3.092842,18193649.545714
3.095541,18207661.131244
3.098245,18179276.246441
3.100949,18174564.114776
3.103651,18195366.978030
3.106354,18183439.204859
3.109055,18195016.730220
